pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
8N	Lesina	chr5	13050001	13100000	0.2773236651285432	635	16828	60680	2820
8N	K	chr5	13050001	13100000	0.2892450879007239	635	16782	58020	5480
8N	Lesina	chr5	13100001	13150000	0.2392372881355932	495	11292	47200	2300
K	Lesina	chr5	13100001	13150000	0.2351957765068192	495	10692	45460	4040
8N	K	chr5	13100001	13150000	0.247153024911032	495	11112	44960	4540
8N	Lesina	chr5	13150001	13200000	0.2627403846153846	694	17488	66560	2840
8N	K	chr5	13150001	13200000	0.2782035175879397	694	17716	63680	5720
K	Lesina	chr5	13150001	13200000	0.2507532956685499	694	15978	63720	5680
K	Lesina	chr5	13200001	13250000	0.2504941599281222	493	11152	44520	4780
8N	Lesina	chr5	13200001	13250000	0.2762747576906869	493	13112	47460	1840
8N	K	chr5	13200001	13250000	0.2819856244384546	493	12554	44520	4780
8N	Lesina	chr5	13250001	13300000	0.2265199161425576	398	8644	38160	1640
8N	K	chr5	13250001	13300000	0.2371139809096013	398	8446	35620	4180
K	Lesina	chr5	13250001	13300000	0.2040850587576944	398	7294	35740	4060
K	Lesina	chr5	13300001	13350000	0.2447204968944099	530	11820	48300	4700
8N	Lesina	chr5	13300001	13350000	0.2318091451292246	530	11660	50300	2700
8N	K	chr5	13300001	13350000	0.2284518828451882	530	10920	47800	5200
8N	K	chr5	13350001	13400000	0.2488372093023255	608	13696	55040	5760
8N	Lesina	chr5	13350001	13400000	0.2246532593619972	608	12958	57680	3120
K	Lesina	chr5	13350001	13400000	0.2458751793400287	608	13710	55760	5040
8N	K	chr5	13400001	13450000	0.2811498973305955	537	13692	48700	5000
8N	Lesina	chr5	13400001	13450000	0.285317149569303	537	14574	51080	2620
K	Lesina	chr5	13400001	13450000	0.2724917763157894	537	13254	48640	5060
8N	K	chr5	13450001	13500000	0.3292549019607843	568	16792	51000	5800
8N	Lesina	chr5	13450001	13500000	0.3234686346863468	568	17532	54200	2600
K	Lesina	chr5	13450001	13500000	0.2700389105058365	568	13880	51400	5400
8N	Lesina	chr5	13500001	13550000	0.2579898218829516	821	20278	78600	3500
K	Lesina	chr5	13500001	13550000	0.2344409282700422	821	17780	75840	6260
8N	K	chr5	13500001	13550000	0.2784360821990926	821	20866	74940	7160
8N	K	chr5	13550001	13600000	0.2848406546080965	514	13228	46440	4960
8N	Lesina	chr5	13550001	13600000	0.2841438496117695	514	13906	48940	2460
K	Lesina	chr5	13550001	13600000	0.2097005482918599	514	9944	47420	3980
8N	K	chr5	13600001	13650000	0.2920477137176938	664	17628	60360	6040
8N	Lesina	chr5	13600001	13650000	0.2888853804862646	664	18298	63340	3060
K	Lesina	chr5	13600001	13650000	0.1916803144448083	664	11704	61060	5340
8N	K	chr5	13650001	13700000	0.2901724137931034	512	13464	46400	4800
8N	Lesina	chr5	13650001	13700000	0.2814368770764119	512	13554	48160	3040
K	Lesina	chr5	13650001	13700000	0.2356715141146279	512	11020	46760	4440
K	Lesina	chr5	13700001	13750000	0.2720197044334975	666	16566	60900	5700
8N	K	chr5	13700001	13750000	0.2880144879815607	666	17494	60740	5860
8N	Lesina	chr5	13700001	13750000	0.2753627760252365	666	17458	63400	3200
8N	Lesina	chr5	13750001	13800000	0.3077741407528641	259	7522	24440	1460
K	Lesina	chr5	13750001	13800000	0.1979643765903307	259	4668	23580	2320
8N	K	chr5	13750001	13800000	0.3265975820379965	259	7564	23160	2740
8N	K	chr5	13800001	13850000	0.2941348973607038	382	10030	34100	4100
8N	Lesina	chr5	13800001	13850000	0.2732551647124511	382	9788	35820	2380
K	Lesina	chr5	13800001	13850000	0.2153669724770642	382	7512	34880	3320
8N	K	chr5	13850001	13900000	0.2872103004291845	257	6692	23300	2400
8N	Lesina	chr5	13850001	13900000	0.3086460032626427	257	7568	24520	1180
K	Lesina	chr5	13850001	13900000	0.2840101522842639	257	6714	23640	2060
8N	K	chr5	13900001	13950000	0.2869720404521118	366	9648	33620	2980
8N	Lesina	chr5	13900001	13950000	0.2625142207053469	366	9230	35160	1440
K	Lesina	chr5	13900001	13950000	0.2525192649673977	366	8520	33740	2860
K	Lesina	chr5	13950001	14000000	0.2475363489499192	540	12258	49520	4480
8N	K	chr5	13950001	14000000	0.2679330065359477	540	13118	48960	5040
8N	Lesina	chr5	13950001	14000000	0.2678543764523625	540	13832	51640	2360
K	Lesina	chr5	14000001	14050000	0.2379487179487179	552	12064	50700	4500
8N	Lesina	chr5	14000001	14050000	0.2554180727409074	552	13624	53340	1860
8N	K	chr5	14000001	14050000	0.2509040880503144	552	12766	50880	4320
8N	K	chr5	14050001	14100000	0.2386774500475737	469	10034	42040	4860
8N	Lesina	chr5	14050001	14100000	0.2503786191536748	469	11242	44900	2000
K	Lesina	chr5	14050001	14100000	0.2337089201877934	469	9956	42600	4300
8N	K	chr5	14100001	14150000	0.2592480060767185	576	13652	52660	4940
8N	Lesina	chr5	14100001	14150000	0.2658306070519811	576	14626	55020	2580
K	Lesina	chr5	14100001	14150000	0.2266341096919609	576	12066	53240	4360
K	Lesina	chr5	14150001	14200000	0.2191270860077021	673	13656	62320	4980
8N	K	chr5	14150001	14200000	0.3086772830679233	673	18996	61540	5760
8N	Lesina	chr5	14150001	14200000	0.3057620817843866	673	19740	64560	2740
8N	Lesina	chr5	14200001	14250000	0.2578383077368879	724	17796	69020	3380
K	Lesina	chr5	14200001	14250000	0.2264082374318594	724	14952	66040	6360
8N	K	chr5	14200001	14250000	0.2705775627456909	724	17896	66140	6260
K	Lesina	chr5	14250001	14300000	0.2135882081989866	483	9274	43420	4880
8N	Lesina	chr5	14250001	14300000	0.2497807017543859	483	11390	45600	2700
8N	K	chr5	14250001	14300000	0.2653382761816497	483	11452	43160	5140
8N	K	chr5	14300001	14350000	0.2914285714285714	245	6324	21700	2800
8N	Lesina	chr5	14300001	14350000	0.3064212328767123	245	7158	23360	1140
K	Lesina	chr5	14300001	14350000	0.2856088560885609	245	6192	21680	2820
8N	K	chr5	14350001	14400000	0.3330357142857142	204	5968	17920	2480
8N	Lesina	chr5	14350001	14400000	0.3169473684210526	204	6022	19000	1400
K	Lesina	chr5	14350001	14400000	0.3039301310043668	204	5568	18320	2080
8N	K	chr5	14400001	14450000	0.2849252013808976	392	9904	34760	4440
8N	Lesina	chr5	14400001	14450000	0.2570043103448275	392	9540	37120	2080
K	Lesina	chr5	14400001	14450000	0.2390642615558061	392	8482	35480	3720
8N	Lesina	chr5	14450001	14500000	0.2294930875576037	142	2988	13020	1180
K	Lesina	chr5	14450001	14500000	0.2277089783281733	142	2942	12920	1280
8N	K	chr5	14450001	14500000	0.2666131621187801	142	3322	12460	1740
8N	K	chr5	14500001	14550000	0.2820736434108527	232	5822	20640	2560
8N	Lesina	chr5	14500001	14550000	0.2713893967093236	232	5938	21880	1320
K	Lesina	chr5	14500001	14550000	0.258206106870229	232	5412	20960	2240
8N	K	chr5	14550001	14600000	0.2906372934697089	286	7388	25420	3180
8N	Lesina	chr5	14550001	14600000	0.2875647668393782	286	7770	27020	1580
K	Lesina	chr5	14550001	14600000	0.2510869565217391	286	6468	25760	2840
8N	K	chr5	14600001	14650000	0.2603290676416819	246	5696	21880	2720
8N	Lesina	chr5	14600001	14650000	0.2600685518423307	246	6070	23340	1260
K	Lesina	chr5	14600001	14650000	0.2325832583258325	246	5168	22220	2380
K	Lesina	chr5	14650001	14700000	0.2495388669301712	335	7576	30360	3140
8N	K	chr5	14650001	14700000	0.2506354515050167	335	7494	29900	3600
8N	Lesina	chr5	14650001	14700000	0.2462915601023018	335	7704	31280	2220
8N	Lesina	chr5	14700001	14750000	0.2506298252742787	524	12336	49220	3180
K	Lesina	chr5	14700001	14750000	0.2338927548096602	524	11428	48860	3540
8N	K	chr5	14700001	14750000	0.2541631265930331	524	11966	47080	5320
8N	K	chr5	14750001	14800000	0.3246870653685674	324	9338	28760	3640
8N	Lesina	chr5	14750001	14800000	0.3418421052631579	324	10392	30400	2000
K	Lesina	chr5	14750001	14800000	0.2711643835616438	324	7918	29200	3200
8N	K	chr5	14800001	14850000	0.3011940298507463	155	4036	13400	2100
8N	Lesina	chr5	14800001	14850000	0.304874651810585	155	4378	14360	1140
K	Lesina	chr5	14800001	14850000	0.2902404526166902	155	4104	14140	1360
8N	K	chr5	14850001	14900000	0.3274949083503055	113	3216	9820	1480
8N	Lesina	chr5	14850001	14900000	0.3219696969696969	113	3400	10560	740
K	Lesina	chr5	14850001	14900000	0.3416342412451362	113	3512	10280	1020
K	Lesina	chr5	14900001	14950000	0.2612975391498881	97	2336	8940	760
8N	K	chr5	14900001	14950000	0.2879907621247113	97	2494	8660	1040
8N	Lesina	chr5	14900001	14950000	0.3024390243902439	97	2728	9020	680
K	Lesina	chr5	14950001	15000000	0.2412954186413902	694	15274	63300	6100
8N	Lesina	chr5	14950001	15000000	0.2685912938331318	694	17770	66160	3240
8N	K	chr5	14950001	15000000	0.273652312599681	694	17158	62700	6700
8N	K	chr5	15000001	15050000	0.2533203757693553	676	15640	61740	5860
8N	Lesina	chr5	15000001	15050000	0.2471353360173428	676	15960	64580	3020
K	Lesina	chr5	15000001	15050000	0.2234415584415584	676	13764	61600	6000
8N	K	chr5	15050001	15100000	0.2495133305120609	529	11792	47260	5640
8N	Lesina	chr5	15050001	15100000	0.2249901302803	529	11398	50660	2240
K	Lesina	chr5	15050001	15100000	0.2329979035639413	529	11114	47700	5200
K	Lesina	chr5	15100001	15150000	0.2046711509715994	590	10954	53520	5480
8N	K	chr5	15100001	15150000	0.221640948438088	590	11778	53140	5860
8N	Lesina	chr5	15100001	15150000	0.2170897390060779	590	12144	55940	3060
8N	Lesina	chr5	15150001	15200000	0.238588160810383	660	15074	63180	2820
K	Lesina	chr5	15150001	15200000	0.2206106870229007	660	13294	60260	5740
8N	K	chr5	15150001	15200000	0.2622132253711201	660	15544	59280	6720
8N	Lesina	chr5	15200001	15250000	0.3230185497470489	747	22986	71160	3540
K	Lesina	chr5	15200001	15250000	0.2681112737920937	747	18312	68300	6400
8N	K	chr5	15200001	15250000	0.2775014801657786	747	18748	67560	7140
K	Lesina	chr5	15250001	15300000	0.2542478125882021	774	18016	70860	6540
8N	K	chr5	15250001	15300000	0.2556346044393853	774	17966	70280	7120
8N	Lesina	chr5	15250001	15300000	0.2349717969379532	774	17496	74460	2940
8N	K	chr5	15300001	15350000	0.2739615384615385	572	14246	52000	5200
8N	Lesina	chr5	15300001	15350000	0.2735627975100695	572	14942	54620	2580
K	Lesina	chr5	15300001	15350000	0.2657581573896353	572	13846	52100	5100
8N	K	chr5	15350001	15400000	0.2475946775844421	643	14514	58620	5680
8N	Lesina	chr5	15350001	15400000	0.2526625285854296	643	15468	61220	3080
K	Lesina	chr5	15350001	15400000	0.2685547545485753	643	15646	58260	6040
8N	K	chr5	15400001	15450000	0.2716045380875203	671	16758	61700	5400
8N	Lesina	chr5	15400001	15450000	0.2813063763608087	671	18088	64300	2800
K	Lesina	chr5	15400001	15450000	0.2782679208563088	671	17158	61660	5440
8N	Lesina	chr5	15450001	15500000	0.2588235294117647	467	11616	44880	1820
K	Lesina	chr5	15450001	15500000	0.2765197215777262	467	11918	43100	3600
8N	K	chr5	15450001	15500000	0.2502329916123019	467	10740	42920	3780
8N	K	chr5	15500001	15550000	0.264597902097902	511	12108	45760	5340
8N	Lesina	chr5	15500001	15550000	0.3414495114006514	511	16772	49120	1980
K	Lesina	chr5	15500001	15550000	0.3217091066033664	511	14908	46340	4760
8N	K	chr5	15550001	15600000	0.2780748663101604	614	15600	56100	5300
8N	Lesina	chr5	15550001	15600000	0.3484056987788331	614	20542	58960	2440
K	Lesina	chr5	15550001	15600000	0.3081243376898622	614	17446	56620	4780
8N	K	chr5	15600001	15650000	0.3084632516703786	492	13850	44900	4300
8N	Lesina	chr5	15600001	15650000	0.3277730375426621	492	15366	46880	2320
K	Lesina	chr5	15600001	15650000	0.307851786501985	492	13958	45340	3860
K	Lesina	chr5	15650001	15700000	0.3024793388429752	345	9516	31460	3040
8N	K	chr5	15650001	15700000	0.2760509554140127	345	8668	31400	3100
8N	Lesina	chr5	15650001	15700000	0.2923728813559322	345	9660	33040	1460
K	Lesina	chr5	15700001	15750000	0.3702633504023409	595	20246	54680	4820
8N	Lesina	chr5	15700001	15750000	0.340764107956537	595	19444	57060	2440
8N	K	chr5	15700001	15750000	0.3121312684365782	595	16930	54240	5260
8N	K	chr5	15750001	15800000	0.2524935879167854	776	17720	70180	7420
8N	Lesina	chr5	15750001	15800000	0.2713286713286713	776	20176	74360	3240
K	Lesina	chr5	15750001	15800000	0.2324003392705682	776	16440	70740	6860
8N	K	chr5	15800001	15850000	0.2779578606158833	405	10290	37020	3480
8N	Lesina	chr5	15800001	15850000	0.3063304168811117	405	11904	38860	1640
K	Lesina	chr5	15800001	15850000	0.2737927292457949	405	10092	36860	3640
8N	K	chr5	15850001	15900000	0.2950588235294117	556	15048	51000	4600
8N	Lesina	chr5	15850001	15900000	0.3209737827715356	556	17140	53400	2200
K	Lesina	chr5	15850001	15900000	0.254559748427673	556	12952	50880	4720
8N	Lesina	chr5	15900001	15950000	0.354498861047836	363	12450	35120	1180
K	Lesina	chr5	15900001	15950000	0.2546683046683046	363	8292	32560	3740
8N	K	chr5	15900001	15950000	0.3068113321277878	363	10180	33180	3120
8N	K	chr5	15950001	16000000	0.3020095367847411	642	17734	58720	5480
8N	Lesina	chr5	15950001	16000000	0.3438984705499512	642	21136	61460	2740
K	Lesina	chr5	15950001	16000000	0.3196592844974446	642	18764	58700	5500
8N	K	chr5	16000001	16050000	0.2934136891950064	510	13632	46460	4540
8N	Lesina	chr5	16000001	16050000	0.3025175402393726	510	14660	48460	2540
K	Lesina	chr5	16000001	16050000	0.2165514261019879	510	10022	46280	4720
8N	K	chr5	16050001	16100000	0.251903597624869	636	14424	57260	6340
8N	Lesina	chr5	16050001	16100000	0.2342988808426596	636	14236	60760	2840
K	Lesina	chr5	16050001	16100000	0.2310524487669329	636	13304	57580	6020
K	Lesina	chr5	16100001	16150000	0.2744878361075544	679	17150	62480	5420
8N	K	chr5	16100001	16150000	0.2642465311390771	679	16378	61980	5920
8N	Lesina	chr5	16100001	16150000	0.2688271604938271	679	17420	64800	3100
K	Lesina	chr5	16150001	16200000	0.2665673864482502	589	14320	53720	5180
8N	Lesina	chr5	16150001	16200000	0.2523603603603603	589	14006	55500	3400
8N	K	chr5	16150001	16200000	0.287593984962406	589	15300	53200	5700
8N	K	chr5	16200001	16250000	0.2563998190863862	490	11338	44220	4780
8N	Lesina	chr5	16200001	16250000	0.258031529612271	490	12112	46940	2060
K	Lesina	chr5	16200001	16250000	0.2465346534653465	490	10956	44440	4560
8N	K	chr5	16250001	16300000	0.2915708812260536	407	10654	36540	4160
8N	Lesina	chr5	16250001	16300000	0.2780386019822639	407	10660	38340	2360
K	Lesina	chr5	16250001	16300000	0.2654833424358274	407	9722	36620	4080
8N	K	chr5	16300001	16350000	0.2809542586750788	563	14250	50720	5580
8N	Lesina	chr5	16300001	16350000	0.2693922651933702	563	14628	54300	2000
K	Lesina	chr5	16300001	16350000	0.2095070422535211	563	10710	51120	5180
8N	Lesina	chr5	16350001	16400000	0.319377990430622	439	13350	41800	2100
K	Lesina	chr5	16350001	16400000	0.2462626262626262	439	9752	39600	4300
8N	K	chr5	16350001	16400000	0.3184170471841704	439	12552	39420	4480
8N	K	chr5	16400001	16450000	0.2919111111111111	255	6568	22500	3000
8N	Lesina	chr5	16400001	16450000	0.2835696413678065	255	6800	23980	1520
K	Lesina	chr5	16400001	16450000	0.245297670405522	255	5686	23180	2320
8N	K	chr5	16450001	16500000	0.3019121447028424	436	11684	38700	4900
8N	Lesina	chr5	16450001	16500000	0.3048316251830161	436	12492	40980	2620
K	Lesina	chr5	16450001	16500000	0.2503586065573771	436	9774	39040	4560
8N	K	chr5	16500001	16550000	0.2484455958549223	347	7672	30880	3820
8N	Lesina	chr5	16500001	16550000	0.2582417582417582	347	8460	32760	1940
K	Lesina	chr5	16500001	16550000	0.2070019096117122	347	6504	31420	3280
K	Lesina	chr5	16550001	16600000	0.2555232558139534	306	7032	27520	3080
8N	K	chr5	16550001	16600000	0.2774074074074074	306	7490	27000	3600
8N	Lesina	chr5	16550001	16600000	0.2564404432132964	306	7406	28880	1720
K	Lesina	chr5	16600001	16650000	0.2788326300984529	309	7930	28440	2460
8N	Lesina	chr5	16600001	16650000	0.2770242214532872	309	8006	28900	2000
8N	K	chr5	16600001	16650000	0.2646075581395349	309	7282	27520	3380
8N	K	chr5	16650001	16700000	0.2701219512195122	184	4430	16400	2000
8N	Lesina	chr5	16650001	16700000	0.2660227272727273	184	4682	17600	800
K	Lesina	chr5	16650001	16700000	0.2455528846153846	184	4086	16640	1760
K	Lesina	chr5	16700001	16750000	0.231918505942275	390	8196	35340	3660
8N	Lesina	chr5	16700001	16750000	0.235771920387305	390	8766	37180	1820
8N	K	chr5	16700001	16750000	0.2669735327963176	390	9280	34760	4240
K	Lesina	chr5	16750001	16800000	0.2071630204657727	626	11742	56680	5920
8N	Lesina	chr5	16750001	16800000	0.2261968981793661	626	13418	59320	3280
8N	K	chr5	16750001	16800000	0.2481377371749824	626	14124	56920	5680
K	Lesina	chr5	16800001	16850000	0.2519674355495251	324	7428	29480	2920
8N	Lesina	chr5	16800001	16850000	0.2410423452768729	324	7400	30700	1700
8N	K	chr5	16800001	16850000	0.2904128761371588	324	8300	28580	3820
8N	Lesina	chr5	16850001	16900000	0.278030303030303	253	6606	23760	1540
8N	K	chr5	16850001	16900000	0.2951914514692787	253	6630	22460	2840
K	Lesina	chr5	16850001	16900000	0.2157848324514991	253	4894	22680	2620
8N	Lesina	chr5	16900001	16950000	0.298211091234347	240	6668	22360	1640
K	Lesina	chr5	16900001	16950000	0.2568518518518518	240	5548	21600	2400
8N	K	chr5	16900001	16950000	0.2994360902255639	240	6372	21280	2720
8N	K	chr5	16950001	17000000	0.2500227790432802	483	10976	43900	4400
8N	Lesina	chr5	16950001	17000000	0.2438374125874126	483	11158	45760	2540
K	Lesina	chr5	16950001	17000000	0.2281221922731356	483	10156	44520	3780
8N	Lesina	chr5	17000001	17050000	0.2356729377713458	580	13028	55280	2720
K	Lesina	chr5	17000001	17050000	0.2038070109310215	580	10814	53060	4940
8N	K	chr5	17000001	17050000	0.2472885855138414	580	13042	52740	5260
K	Lesina	chr5	17050001	17100000	0.2557661072008663	407	9448	36940	3760
8N	K	chr5	17050001	17100000	0.2653072321914084	407	9758	36780	3920
8N	Lesina	chr5	17050001	17100000	0.2325400931195033	407	8990	38660	2040
8N	K	chr5	17100001	17150000	0.2603896103896104	414	9624	36960	4440
K	Lesina	chr5	17100001	17150000	0.2186404673393521	414	8234	37660	3740
8N	Lesina	chr5	17100001	17150000	0.2675318066157761	414	10514	39300	2100
8N	Lesina	chr5	17150001	17200000	0.2553292278540975	445	10780	42220	2280
K	Lesina	chr5	17150001	17200000	0.2259591429995017	445	9070	40140	4360
8N	K	chr5	17150001	17200000	0.282426360459311	445	11314	40060	4440
8N	K	chr5	17200001	17250000	0.2710762331838565	590	14508	53520	5480
8N	Lesina	chr5	17200001	17250000	0.2675195451314854	590	15056	56280	2720
K	Lesina	chr5	17200001	17250000	0.2231259370314842	590	11906	53360	5640
8N	K	chr5	17250001	17300000	0.2631578947368421	675	16200	61560	5940
8N	Lesina	chr5	17250001	17300000	0.2593403205918619	675	16826	64880	2620
K	Lesina	chr5	17250001	17300000	0.2102173207914369	675	12962	61660	5840
8N	K	chr5	17300001	17350000	0.2676164934629567	652	15966	59660	5540
8N	Lesina	chr5	17300001	17350000	0.2588727858293075	652	16076	62100	3100
K	Lesina	chr5	17300001	17350000	0.2195594125500667	652	13156	59920	5280
K	Lesina	chr5	17350001	17400000	0.1998162327718223	718	13048	65300	6500
8N	Lesina	chr5	17350001	17400000	0.2573852003509798	718	17600	68380	3420
8N	K	chr5	17350001	17400000	0.2809174311926605	718	18372	65400	6400
8N	K	chr5	17400001	17450000	0.2926445681103314	901	24190	82660	7440
8N	Lesina	chr5	17400001	17450000	0.3006925207756232	901	26052	86640	3460
K	Lesina	chr5	17400001	17450000	0.22228886756238	901	18530	83360	6740
8N	K	chr5	17450001	17500000	0.2901805054151624	608	16076	55400	5400
8N	Lesina	chr5	17450001	17500000	0.2963976446137859	608	17114	57740	3060
K	Lesina	chr5	17450001	17500000	0.2096808892076012	608	11696	55780	5020
8N	K	chr5	17500001	17550000	0.2492497320471597	413	9302	37320	3980
8N	Lesina	chr5	17500001	17550000	0.2471698113207547	413	9694	39220	2080
K	Lesina	chr5	17500001	17550000	0.1967656415694591	413	7422	37720	3580
K	Lesina	chr5	17550001	17600000	0.2162393162393162	485	9614	44460	4040
8N	Lesina	chr5	17550001	17600000	0.220293609671848	485	10204	46320	2180
8N	K	chr5	17550001	17600000	0.238898916967509	485	10588	44320	4180
K	Lesina	chr5	17600001	17650000	0.1983291298865069	690	12582	63440	5560
8N	Lesina	chr5	17600001	17650000	0.2281373442722576	690	15016	65820	3180
8N	K	chr5	17600001	17650000	0.2454919329326162	690	15520	63220	5780
K	Lesina	chr5	17650001	17700000	0.2137972405518896	725	14256	66680	5820
8N	Lesina	chr5	17650001	17700000	0.2147569444444444	725	14844	69120	3380
8N	K	chr5	17650001	17700000	0.2363444745558566	725	15698	66420	6080
8N	Lesina	chr5	17700001	17750000	0.2487377279102384	598	14188	57040	2760
K	Lesina	chr5	17700001	17750000	0.2096487985212569	598	11342	54100	5700
8N	K	chr5	17700001	17750000	0.2693269584406031	598	14646	54380	5420
8N	Lesina	chr5	17750001	17800000	0.2926555856204097	537	15142	51740	1960
8N	K	chr5	17750001	17800000	0.2925695309256953	537	14096	48180	5520
K	Lesina	chr5	17750001	17800000	0.2236809306190278	537	10768	48140	5560
K	Lesina	chr5	17800001	17850000	0.2577875193398659	854	19994	77560	7840
8N	Lesina	chr5	17800001	17850000	0.265712187958884	854	21714	81720	3680
8N	K	chr5	17800001	17850000	0.2788057406458226	854	21758	78040	7360
8N	K	chr5	17850001	17900000	0.2853540252182347	456	11768	41240	4360
8N	Lesina	chr5	17850001	17900000	0.2750116333178222	456	11820	42980	2620
K	Lesina	chr5	17850001	17900000	0.2172032676597789	456	9040	41620	3980
8N	K	chr5	17900001	17950000	0.2647705544933078	463	11078	41840	4460
8N	Lesina	chr5	17900001	17950000	0.2541418764302059	463	11106	43700	2600
K	Lesina	chr5	17900001	17950000	0.2347130761994355	463	9980	42520	3780
8N	K	chr5	17950001	18000000	0.3199391171993911	578	16816	52560	5240
8N	Lesina	chr5	17950001	18000000	0.3473837209302325	578	19120	55040	2760
K	Lesina	chr5	17950001	18000000	0.2476709241172051	578	13186	53240	4560
8N	K	chr5	18000001	18050000	0.3352594339622641	561	17058	50880	5220
8N	Lesina	chr5	18000001	18050000	0.3547565543071161	561	18944	53400	2700
K	Lesina	chr5	18000001	18050000	0.1969519343493552	561	10080	51180	4920
K	Lesina	chr5	18050001	18100000	0.2156208863536639	497	9828	45580	4120
8N	Lesina	chr5	18050001	18100000	0.2813973063973064	497	13372	47520	2180
8N	K	chr5	18050001	18100000	0.2813839285714286	497	12606	44800	4900
8N	K	chr5	18100001	18150000	0.2456569183762549	499	11256	45820	4080
8N	Lesina	chr5	18100001	18150000	0.2242398648648648	499	10620	47360	2540
K	Lesina	chr5	18100001	18150000	0.2022212543554007	499	9286	45920	3980
8N	K	chr5	18150001	18200000	0.3008715422508526	579	15880	52780	5120
8N	Lesina	chr5	18150001	18200000	0.253668232743043	579	14038	55340	2560
K	Lesina	chr5	18150001	18200000	0.2610629476064832	579	13852	53060	4840
8N	K	chr5	18200001	18250000	0.2694957563654518	445	10796	40060	4440
8N	Lesina	chr5	18200001	18250000	0.2565604498594189	445	10950	42680	1820
K	Lesina	chr5	18200001	18250000	0.2354886475814412	445	9542	40520	3980
8N	K	chr5	18250001	18300000	0.24125	593	13124	54400	4900
8N	Lesina	chr5	18250001	18300000	0.206160458452722	593	11512	55840	3460
K	Lesina	chr5	18250001	18300000	0.200147329650092	593	10868	54300	5000
K	Lesina	chr5	18300001	18350000	0.1988456865127582	718	13092	65840	5960
8N	Lesina	chr5	18300001	18350000	0.2720034742327736	718	18790	69080	2720
8N	K	chr5	18300001	18350000	0.2680292861500915	718	17572	65560	6240
8N	K	chr5	18350001	18400000	0.2867061143984221	555	14536	50700	4800
8N	Lesina	chr5	18350001	18400000	0.2930995475113122	555	15546	53040	2460
K	Lesina	chr5	18350001	18400000	0.2096774193548387	555	10660	50840	4660
8N	K	chr5	18400001	18450000	0.3192949323260938	696	20288	63540	6060
8N	Lesina	chr5	18400001	18450000	0.3511940298507462	696	23530	67000	2600
K	Lesina	chr5	18400001	18450000	0.2118638776147361	696	13572	64060	5540
8N	K	chr5	18450001	18500000	0.3068298235628913	773	21564	70280	7020
8N	Lesina	chr5	18450001	18500000	0.4134440278521692	773	30876	74680	2620
K	Lesina	chr5	18450001	18500000	0.2646145156735385	773	18740	70820	6480
8N	K	chr5	18500001	18550000	0.2687346437346437	709	17500	65120	5780
8N	Lesina	chr5	18500001	18550000	0.3562811127379209	709	24334	68300	2600
K	Lesina	chr5	18500001	18550000	0.2587155963302752	709	16920	65400	5500
K	Lesina	chr5	18550001	18600000	0.1991081905655949	932	16968	85220	7980
8N	Lesina	chr5	18550001	18600000	0.2817799424396723	932	25456	90340	2860
8N	K	chr5	18550001	18600000	0.2581023954908408	932	21980	85160	8040
8N	K	chr5	18600001	18650000	0.2425700537786583	779	17140	70660	7240
8N	Lesina	chr5	18600001	18650000	0.2651975275463585	779	19736	74420	3480
K	Lesina	chr5	18600001	18650000	0.2088062622309197	779	14938	71540	6360
8N	K	chr5	18650001	18700000	0.2987057808455565	758	20772	69540	6260
8N	Lesina	chr5	18650001	18700000	0.3592449710664094	758	26074	72580	3220
K	Lesina	chr5	18650001	18700000	0.2439052570768342	758	16888	69240	6560
8N	K	chr5	18700001	18750000	0.27466251298027	838	21160	77040	6760
8N	Lesina	chr5	18700001	18750000	0.3331186524647015	838	26896	80740	3060
K	Lesina	chr5	18700001	18750000	0.2217672972272609	838	17116	77180	6620
K	Lesina	chr5	18750001	18800000	0.163681204569055	835	12610	77040	6460
8N	Lesina	chr5	18750001	18800000	0.2836381611468117	835	22952	80920	2580
8N	K	chr5	18750001	18800000	0.2645404842488935	835	20322	76820	6680
8N	K	chr5	18800001	18850000	0.2983906046107003	999	27440	91960	7940
8N	Lesina	chr5	18800001	18850000	0.3160232461602325	999	30452	96360	3540
K	Lesina	chr5	18800001	18850000	0.1526315789473684	999	14210	93100	6800
8N	K	chr5	18850001	18900000	0.2692599620493359	799	19866	73780	6120
8N	Lesina	chr5	18850001	18900000	0.2831128404669261	799	21828	77100	2800
K	Lesina	chr5	18850001	18900000	0.1442261103633916	799	10716	74300	5600
8N	K	chr5	18900001	18950000	0.2709523809523809	953	23898	88200	7100
8N	Lesina	chr5	18900001	18950000	0.2926861123204179	953	26892	91880	3420
K	Lesina	chr5	18900001	18950000	0.1796575805361568	953	15950	88780	6520
8N	Lesina	chr5	18950001	19000000	0.2784736842105263	793	21164	76000	3300
K	Lesina	chr5	18950001	19000000	0.1672920065252854	793	12306	73560	5740
8N	K	chr5	18950001	19000000	0.267768369298006	793	19606	73220	6080
8N	Lesina	chr5	19000001	19050000	0.2913673071567808	750	20926	71820	3180
K	Lesina	chr5	19000001	19050000	0.1720936957779063	750	11902	69160	5840
8N	K	chr5	19000001	19050000	0.2855244149089858	750	19764	69220	5780
K	Lesina	chr5	19050001	19100000	0.1874022346368715	771	13418	71600	5500
8N	Lesina	chr5	19050001	19100000	0.3091960204356009	771	22998	74380	2720
